157,[0],1.0,919
158,[0],1.0,448
159,[0],1.0,955
160,[1],0.0,1500
161,[0],1.0,838
162,[0],0.0,1500
163,[0],1.0,447
164,[1],0.0,1500
165,[0],1.0,609
166,[0],1.0,915
167,[0],1.0,919
168,[1],0.0,1500
169,[0],1.0,626
170,[0],1.0,817
171,[1],0.0,1500
172,[0],0.0,1500
173,[1],0.0,1500
174,[0],1.0,565
175,[1],0.0,1500
176,[0],1.0,515
177,[0],1.0,946
178,[1],0.0,1500
179,[1],0.0,1500
180,[1],0.0,1500
181,[0],1.0,954
182,[1],0.0,1500
183,[1],0.0,1500
184,[1],0.0,1500
185,[1],1.0,491
186,[1],0.0,1500
187,[0],1.0,596
188,[1],0.0,1500
189,[1],0.0,1500
190,[1],0.0,1500
191,[0],1.0,1009
192,[1],0.0,1500
193,[0],1.0,1329
194,[1],0.0,1500
195,[0],1.0,639
196,[0],1.0,740
197,[1],0.0,1500
198,[0],1.0,24
199,[0],1.0,458
200,True,0.0,1500
201,[0],1.0,455
202,[0],1.0,1023
203,[1],0.0,1500
204,[1],0.0,1500
205,[1],0.0,1500
206,[0],1.0,855
207,[1],0.0,1500
208,[1],1.0,695
209,[0],1.0,765
210,[0],1.0,1011
211,[1],0.0,1500
212,[1],0.0,1500
213,[0],1.0,1152
214,[1],0.0,1500
215,[1],0.0,1500
216,[1],0.0,1500
217,[1],0.0,1500
218,[0],1.0,983
219,[0],1.0,1005
220,[1],0.0,1500
221,[1],0.0,1500
222,[1],0.0,1500
223,[1],1.0,1287
224,[1],0.0,1500
225,[1],0.0,1500
226,[1],0.0,1500
227,[1],1.0,1491
228,[1],0.0,1500
229,[0],1.0,928
230,[0],0.0,1500
231,[0],1.0,897
232,[0],1.0,1066
233,[0],1.0,540
234,[1],0.0,1500
235,[1],1.0,656
236,[0],1.0,720
237,[0],1.0,1255
238,[1],0.0,1500
239,[0],1.0,821
240,[1],0.0,1500
241,[1],1.0,1017
242,[1],0.0,1500
243,[0],1.0,692
244,[1],1.0,1473
245,[1],0.0,1500
246,[0],1.0,1084
247,[1],0.0,1500
248,[1],0.0,1500
249,[0],1.0,1098
250,True,1.0,707
251,[0],1.0,1014
252,[0],1.0,952
253,[1],0.0,1500
254,[1],0.0,1500
255,[1],1.0,838
256,[0],1.0,1034
257,[1],0.0,1500
258,[1],0.0,1500
259,[0],1.0,1225
260,[0],1.0,412
261,[0],1.0,667
262,[1],0.0,1500
263,[1],0.0,1500
264,[1],0.0,1500
265,[0],1.0,565
266,[0],1.0,944
267,[0],1.0,938
268,[1],0.0,1500
269,[1],1.0,312
270,[1],0.0,1500
271,[1],0.0,1500
272,[1],1.0,1420
273,[1],0.0,1500
274,[1],1.0,1285
275,[0],1.0,1073
276,[0],1.0,612
277,[1],0.0,1500
278,[1],0.0,1500
279,[1],0.0,1500
280,[1],0.0,1500
281,[1],0.0,1500
282,[1],0.0,1500
283,[0],1.0,716
284,[1],0.0,1500
285,[0],1.0,1199
286,[1],0.0,1500
287,[0],1.0,1320
288,[1],0.0,1500
289,[0],1.0,680
290,[0],1.0,922
291,[1],1.0,421
292,[1],1.0,637
293,[0],1.0,691
294,[0],1.0,394
295,[0],1.0,759
296,[1],1.0,766
297,[1],0.0,1500
298,[0],1.0,409
299,[1],0.0,1500
300,True,0.0,1500
301,[0],1.0,845
302,[1],0.0,1500
303,[1],1.0,859
304,[0],1.0,602
305,[0],1.0,863
306,[1],0.0,1500
307,[1],0.0,1500
308,[0],1.0,741
309,[1],0.0,1500
310,[0],1.0,732
311,[1],0.0,1500
312,[1],0.0,1500
313,[1],0.0,1500
314,[0],1.0,638
315,[1],0.0,1500
316,[0],1.0,420
317,[1],0.0,1500
318,[0],1.0,974
319,[1],0.0,1500
320,[1],1.0,1253
321,[0],1.0,1174
322,[0],1.0,1079
323,[1],0.0,1500
324,[0],1.0,728
325,[0],1.0,829
326,[0],1.0,661
327,[1],0.0,1500
328,[1],0.0,1500
329,[1],1.0,1310
330,[0],1.0,929
331,[0],1.0,707
332,[0],1.0,703
333,[1],0.0,1500
334,[1],0.0,1500
335,[1],0.0,1500
336,[1],1.0,236
337,[0],1.0,599
338,[1],0.0,1500
339,[1],0.0,1500
340,[1],1.0,659
341,[0],1.0,408
342,[0],1.0,128
343,[0],1.0,772
344,[0],1.0,1452
345,[0],1.0,522
346,[0],1.0,721
347,[0],1.0,656
348,[0],1.0,1041
349,[1],1.0,1482
350,True,0.0,1500
351,[1],0.0,1500
352,[0],1.0,1114
353,[0],1.0,606
354,[1],0.0,1500
355,[0],1.0,567
356,[0],1.0,686
357,[1],0.0,1500
358,[0],1.0,1208
359,[0],1.0,995
360,[1],0.0,1500
361,[0],1.0,665
362,[1],0.0,1500
363,[1],1.0,1138
364,[0],1.0,605
365,[1],0.0,1500
366,[0],1.0,613
367,[0],1.0,867
368,[1],0.0,1500
369,[0],1.0,832
370,[0],1.0,548
371,[0],1.0,825
372,[1],1.0,944
373,[0],1.0,501
374,[0],1.0,685
375,[1],0.0,1500
376,[0],0.0,1500
377,[1],0.0,1500
378,[1],1.0,590
379,[1],0.0,1500
380,[0],1.0,909
381,[0],1.0,718
382,[1],0.0,1500
383,[1],0.0,1500
384,[1],0.0,1500
385,[0],1.0,808
386,[1],0.0,1500
387,[1],0.0,1500
388,[0],1.0,789
389,[1],0.0,1500
390,[1],0.0,1500
391,[1],1.0,1408
392,[0],1.0,935
393,[1],0.0,1500
394,[1],0.0,1500
395,[1],0.0,1500
396,[1],0.0,1500
397,[0],1.0,835
398,[0],1.0,1240
399,[0],1.0,1304
400,True,1.0,742
401,[1],0.0,1500
402,[0],1.0,633
403,[1],0.0,1500
404,[1],1.0,1292
405,[0],1.0,1295
406,[1],0.0,1500
407,[1],0.0,1500
408,[0],1.0,838
409,[0],1.0,1039
410,[0],1.0,827
411,[0],1.0,1313
412,[1],0.0,1500
413,[1],1.0,1435
414,[1],0.0,1500
415,[1],1.0,1004
416,[1],0.0,1500
417,[1],0.0,1500
418,[0],1.0,1423
419,[1],0.0,1500
420,[0],1.0,852
421,[1],0.0,1500
422,[0],1.0,840
423,[0],1.0,642
424,[1],0.0,1500
425,[0],1.0,1438
426,[0],1.0,864
427,[0],1.0,1261
428,[0],1.0,1295
429,[1],0.0,1500
430,[0],1.0,727
431,[0],1.0,291
432,[1],0.0,1500
433,[0],1.0,785
434,[0],0.0,1500
435,[0],1.0,905
436,[1],0.0,1500
437,[0],1.0,1198
438,[0],1.0,938
439,[1],0.0,1500
440,[1],0.0,1500
441,[0],1.0,538
442,[0],1.0,600
443,[1],1.0,1341
444,[0],1.0,585
445,[0],1.0,1383
446,[1],0.0,1500
447,[0],1.0,1132
448,[1],0.0,1500
449,[1],0.0,1500
450,True,0.0,1500
451,[1],0.0,1500
452,[0],1.0,1012
453,[1],0.0,1500
454,[0],1.0,903
455,[1],0.0,1500
456,[0],1.0,282
457,[0],1.0,419
458,[0],1.0,470
459,[0],0.0,1500
460,[0],1.0,753
461,[1],0.0,1500
462,[0],1.0,1302
463,[0],1.0,786
464,[1],0.0,1500
465,[0],1.0,1497
466,[0],1.0,326
467,[0],1.0,223
468,[0],1.0,284
469,[1],0.0,1500
470,[1],1.0,786
471,[0],1.0,102
472,[0],1.0,691
473,[1],0.0,1500
474,[1],1.0,814
475,[0],1.0,802
476,[0],1.0,1006
477,[0],1.0,603
478,[1],1.0,12
479,[1],0.0,1500
480,[0],1.0,651
481,[0],1.0,299
482,[0],1.0,458
483,[1],1.0,87
484,[1],0.0,1500
485,[0],1.0,711
486,[1],0.0,1500
487,[1],0.0,1500
488,[0],1.0,492
489,[0],1.0,106
490,[1],0.0,1500
491,[1],0.0,1500
492,[0],1.0,459
493,[0],1.0,960
494,[0],1.0,1002
495,[0],1.0,1082
496,[1],0.0,1500
497,[0],1.0,1055
498,[0],1.0,618
499,[0],1.0,1089
500,True,0.0,1500
501,[0],1.0,818
502,[1],0.0,1500
503,[0],1.0,1056
504,[1],0.0,1500
505,[0],1.0,657
506,[1],0.0,1500
507,[0],1.0,473
508,[1],0.0,1500
509,[1],0.0,1500
510,[0],1.0,1276
511,[1],1.0,679
512,[1],1.0,1021
513,[1],0.0,1500
514,[0],1.0,862
515,[0],1.0,791
516,[0],1.0,863
517,[1],0.0,1500
518,[0],1.0,472
519,[0],1.0,1054
520,[1],0.0,1500
521,[0],1.0,1096
522,[0],1.0,937
523,[0],1.0,1345
524,[0],1.0,979
525,[0],1.0,772
526,[1],0.0,1500
527,[1],0.0,1500
528,[1],0.0,1500
529,[0],1.0,1391
530,[0],1.0,985
531,[0],1.0,1124
532,[0],1.0,1132
533,[1],0.0,1500
534,[0],1.0,959
535,[1],0.0,1500
536,[0],0.0,1500
537,[0],1.0,1172
538,[0],1.0,1139
539,[1],0.0,1500
540,[0],1.0,1184
541,[0],1.0,664
542,[1],0.0,1500
543,[1],0.0,1500
544,[1],0.0,1500
545,[1],0.0,1500
546,[1],0.0,1500
547,[0],1.0,746
548,[1],0.0,1500
549,[0],1.0,1124
550,True,0.0,1500
551,[1],0.0,1500
552,[1],0.0,1500
553,[0],1.0,436
554,[1],0.0,1500
555,[1],0.0,1500
556,[1],0.0,1500
557,[1],1.0,16
558,[0],1.0,642
559,[0],1.0,699
560,[0],1.0,923
561,[1],0.0,1500
562,[1],0.0,1500
563,[1],0.0,1500
564,[1],0.0,1500
565,[0],1.0,449
566,[0],1.0,1380
567,[1],1.0,755
568,[0],1.0,524
569,[0],1.0,609
570,[0],1.0,984
571,[0],1.0,912
572,[0],1.0,1025
573,[1],1.0,495
574,[0],1,1
575,[0],1.0,747
576,[1],0.0,1500
577,[0],1.0,1147
578,[0],1.0,1011
579,[0],1.0,406
580,[0],1.0,686
581,[1],0.0,1500
582,[1],0.0,1500
583,[0],1.0,523
584,[1],0.0,1500
585,[1],1.0,219
586,[1],0.0,1500
587,[0],1.0,497
588,[1],0.0,1500
589,[0],1.0,993
590,[1],0.0,1500
591,[0],1.0,1359
592,[0],1.0,916
593,[1],0.0,1500
594,[1],0.0,1500
595,[0],1.0,694
596,[1],0.0,1500
597,[1],0.0,1500
598,[0],1.0,1250
599,[0],1.0,551
600,True,0.0,1500
601,[0],1.0,756
602,[0],1.0,930
603,[1],1.0,1352
604,[0],1.0,907
605,[1],0.0,1500
606,[0],1.0,1130
607,[0],0.0,1500
608,[1],0.0,1500
609,[0],1.0,1111
610,[1],0.0,1500
611,[0],1.0,870
612,[1],0.0,1500
613,[0],1.0,754
614,[1],0.0,1500
615,[0],1.0,868
616,[0],1.0,1218
617,[1],0.0,1500
618,[1],0.0,1500
619,[0],1.0,883
620,[1],1.0,852
621,[1],0.0,1500
622,[0],1.0,1298
623,[1],0.0,1500
624,[0],1.0,1370
625,[0],1.0,747
626,[1],0.0,1500
627,[0],1.0,1306
628,[1],0.0,1500
629,[1],0.0,1500
630,[1],0.0,1500
631,[0],1.0,695
632,[1],1.0,1026
633,[0],1.0,671
634,[1],0.0,1500
635,[0],1.0,712
636,[0],1.0,644
637,[0],1.0,974
638,[1],1.0,849
639,[0],1.0,346
640,[0],1.0,969
641,[1],0.0,1500
642,[0],1.0,723
643,[0],1.0,644
644,[0],1.0,584
645,[1],0.0,1500
646,[1],0.0,1500
647,[1],0.0,1500
648,[0],1.0,1361
649,[0],1.0,945
650,True,0.0,1500
651,[1],1,1
652,[0],1.0,1167
653,[1],0.0,1500
654,[0],1.0,691
655,[0],1.0,752
656,[0],1.0,1487
657,[0],1.0,923
658,[0],1.0,1050
659,[0],1.0,1136
660,[1],1.0,1378
661,[1],0.0,1500
662,[1],1.0,375
663,[1],0.0,1500
664,[0],1.0,456
665,[0],1.0,908
666,[1],0.0,1500
667,[0],1.0,1010
668,[1],0.0,1500
669,[1],0.0,1500
670,[1],0.0,1500
671,[1],0.0,1500
672,[0],1.0,904
673,[0],1.0,409
674,[1],0.0,1500
675,[1],0.0,1500
676,[1],0.0,1500
677,[1],0.0,1500
678,[0],1.0,355
679,[0],1.0,1082
680,[1],0.0,1500
681,[1],0.0,1500
682,[0],1.0,1040
683,[0],1.0,593
684,[0],1.0,748
685,[1],0.0,1500
686,[1],0.0,1500
687,[0],1.0,482
688,[1],0.0,1500
689,[0],1.0,774
690,[0],1.0,812
691,[0],1.0,1163
692,[1],0.0,1500
693,[1],0.0,1500
694,[0],1.0,1121
695,[1],0.0,1500
696,[0],0.0,1500
697,[0],1.0,670
698,[0],1.0,568
699,[1],1.0,938
700,True,0.0,1500
701,[0],1.0,886
702,[1],0.0,1500
703,[1],0.0,1500
704,[0],1.0,428
705,[0],1.0,599
706,[0],1.0,803
707,[1],0.0,1500
708,[0],1.0,655
709,[1],1.0,1172
710,[1],0.0,1500
711,[0],1.0,537
712,[1],0.0,1500
713,[1],0.0,1500
714,[0],1.0,676
715,[1],0.0,1500
716,[1],0.0,1500
717,[0],1.0,678
718,[1],0.0,1500
719,[0],1.0,894
720,[0],1.0,925
721,[0],1.0,670
722,[1],0.0,1500
723,[0],1.0,491
724,[0],1.0,836
725,[1],0.0,1500
726,[0],1.0,486
727,[0],1.0,683
728,[0],1.0,1269
729,[1],1.0,1147
730,[0],1.0,971
731,[1],0.0,1500
732,[1],0.0,1500
733,[0],1.0,928
734,[1],0.0,1500
735,[1],1.0,1416
736,[0],1.0,579
737,[1],0.0,1500
738,[1],0.0,1500
739,[1],0.0,1500
740,[0],1.0,792
741,[0],1.0,830
742,[0],1.0,1254
743,[1],0.0,1500
744,[0],1.0,1352
745,[1],0.0,1500
746,[1],0.0,1500
747,[0],1.0,511
748,[0],1.0,523
749,[0],1.0,906
750,True,0.0,1500
751,[0],1.0,967
752,[1],0.0,1500
753,[0],1.0,915
754,[0],1.0,1480
755,[1],0.0,1500
756,[1],0.0,1500
757,[1],0.0,1500
758,[1],0.0,1500
759,[1],0.0,1500
760,[0],1.0,346
761,[1],1.0,971
762,[1],0.0,1500
763,[1],0.0,1500
764,[1],0.0,1500
765,[1],0.0,1500
766,[0],1.0,730
767,[1],0.0,1500
768,[0],1.0,710
769,[1],0.0,1500
770,[1],1.0,833
771,[1],0.0,1500
772,[0],1.0,910
773,[0],1.0,470
774,[0],1.0,607
775,[1],1.0,902
776,[0],1.0,1353
777,[0],1.0,339
778,[0],1.0,314
779,[0],1.0,885
780,[0],0.0,1500
781,[0],1.0,669
782,[0],1.0,513
783,[1],0.0,1500
784,[0],1.0,710
785,[1],0.0,1500
786,[0],1.0,1191
787,[1],0.0,1500
788,[1],0.0,1500
789,[0],1.0,887
790,[1],1.0,1097
791,[1],0.0,1500
792,[1],0.0,1500
793,[1],0.0,1500
794,[1],0.0,1500
795,[0],1.0,1170
796,[1],0.0,1500
797,[0],1.0,485
798,[0],1.0,436
799,[0],0.0,1500
800,True,0.0,1500
801,[0],1.0,709
802,[1],0.0,1500
803,[1],0.0,1500
804,[0],0.0,1500
805,[0],1.0,811
806,[0],1.0,1318
807,[0],1.0,895
808,[0],1.0,561
809,[0],1.0,924
810,[0],1.0,578
811,[0],1.0,1072
812,[1],0.0,1500
813,[0],1.0,600
814,[0],1.0,1063
815,[0],1.0,1490
816,[1],1.0,1389
817,[1],1.0,481
818,[0],1.0,976
819,[0],0.0,1500
820,[0],1.0,660
821,[1],0.0,1500
822,[0],1.0,625
823,[1],1,1
824,[0],1.0,1238
825,[0],1.0,1064
826,[0],1.0,631
827,[1],0.0,1500
828,[1],0.0,1500
829,[1],0.0,1500
830,[0],1.0,883
831,[0],1.0,1078
832,[0],1.0,653
833,[0],1.0,511
