0,[1],0.0
1,[0],576.0
2,[0],1407.0
3,[0],775.0
4,[1],0.0
5,[0],1407.0
6,[0],1396.0
7,[1],0.0
8,[0],279.0
9,[1],0.0
10,[0],988.0
11,[1],0.0
12,[1],0.0
13,[1],0.0
14,[1],0.0
15,[1],0.0
16,[0],1301.0
17,[0],1089.0
18,[1],0.0
19,[0],1375.0
20,[1],0.0
21,[1],0.0
22,[0],1375.0
23,[1],0.0
24,[0],1275.0
25,[1],0.0
26,[0],839.0
27,[0],867.0
28,[0],1045.0
29,[0],680.0
30,[1],0.0
31,[0],867.0
32,[1],0.0
33,[0],1268.0
34,[0],1412.0
35,[0],1391.0
36,[0],1030.0
37,[1],0.0
38,[1],0.0
39,[1],0.0
40,[1],0.0
41,[1],0.0
42,[0],1140.0
43,[0],1381.0
44,[1],0.0
45,[0],1432.0
46,[0],944.0
47,[0],1417.0
48,[0],1079.0
49,[0],1304.0
50,[1],0.0
51,[1],0.0
52,[1],0.0
53,[0],1346.0
54,[1],0.0
55,[0],1137.0
56,[0],212.0
57,[0],1442.0
58,[0],1333.0
59,[0],1122.0
60,[1],0.0
61,[1],0.0
62,[0],1184.0
63,[1],0.0
64,[1],0.0
65,[0],1418.0
66,[0],0.0
67,[1],0.0
68,[0],1322.0
69,[1],0.0
70,[0],1411.0
71,[1],0.0
72,[0],874.0
73,[0],1357.0
74,[0],1067.0
75,[0],798.0
76,[0],1271.0
77,[1],0.0
78,[0],1349.0
79,[0],1035.0
80,[1],0.0
81,[1],0.0
82,[1],0.0
83,[0],503.0
84,[1],0.0
85,[0],1291.0
86,[1],0.0
87,[1],0.0
88,[1],0.0
89,[1],0.0
90,[1],0.0
91,[0],511.0
92,[0],1173.0
93,[1],0.0
94,[1],0.0
95,[1],0.0
96,[0],1176.0
97,[0],1389.0
98,[1],0.0
99,[1],0.0
100,[1],0.0
101,[0],739.0
102,[0],1006.0
103,[1],0.0
104,[0],1337.0
105,[0],715.0
106,[1],0.0
107,[1],0.0
108,[1],0.0
109,[1],0.0
110,[1],0.0
111,[1],0.0
112,[0],1213.0
113,[0],1395.0
114,[1],0.0
115,[1],0.0
116,[1],0.0
117,[0],476.0
118,[0],996.0
119,[0],1333.0
120,[1],0.0
121,[0],1129.0
122,[1],0.0
123,[0],906.0
124,[0],1131.0
125,[0],992.0
126,[0],1283.0
127,[0],1182.0
128,[1],0.0
129,[0],1290.0
130,[0],1102.0
131,[1],0.0
132,[0],815.0
133,[0],746.0
134,[1],0.0
135,[1],0.0
136,[0],445.0
137,[1],0.0
138,[1],0.0
139,[0],1322.0
140,[1],0.0
141,[0],1190.0
142,[1],0.0
143,[0],1269.0
144,[0],817.0
145,[0],1094.0
146,[1],0.0
147,[0],1336.0
148,[0],1038.0
149,[0],1414.0
150,[0],1226.0
151,[1],0.0
152,[0],1327.0
153,[0],1219.0
154,[1],0.0
155,[0],906.0
156,[1],0.0
157,[1],0.0
158,[0],1281.0
159,[0],1246.0
160,[1],0.0
161,[1],0.0
162,[1],0.0
163,[0],1089.0
164,[0],945.0
165,[1],0.0
166,[1],0.0
167,[0],546.0
168,[0],1389.0
169,[1],0.0
170,[1],0.0
171,[1],0.0
172,[0],785.0
173,[1],0.0
174,[1],0.0
175,[0],1126.0
176,[0],1366.0
177,[0],1326.0
178,[0],1254.0
179,[1],0.0
180,[0],1310.0
181,[1],0.0
182,[0],1341.0
183,[1],0.0
184,[1],0.0
185,[1],0.0
186,[1],0.0
187,[1],0.0
188,[1],0.0
189,[1],0.0
190,[0],1376.0
191,[1],0.0
192,[0],473.0
193,[1],0.0
194,[1],0.0
195,[1],0.0
196,[0],1264.0
197,[1],0.0
198,[0],1390.0
199,[0],1394.0
200,[1],0.0
201,[1],0.0
202,[0],1371.0
203,[1],0.0
204,[0],1380.0
205,[1],0.0
206,[1],0.0
207,[1],0.0
208,[0],1082.0
209,[0],1159.0
210,[1],0.0
211,[1],0.0
212,[0],1269.0
213,[0],440.0
214,[0],1401.0
215,[0],1274.0
216,[1],0.0
217,[0],1080.0
218,[1],0.0
219,[0],1004.0
220,[0],750.0
221,[0],1299.0
222,[1],0.0
223,[1],0.0
224,[1],0.0
225,[0],1158.0
226,[1],0.0
227,[1],0.0
228,[1],0.0
229,[0],1255.0
230,[0],1396.0
231,[0],1190.0
232,[0],1074.0
233,[1],0.0
234,[1],0.0
235,[0],1067.0
236,[1],0.0
237,[0],1346.0
238,[1],0.0
239,[1],0.0
240,[1],0.0
241,[1],0.0
242,[1],0.0
243,[0],0.0
244,[0],1302.0
245,[0],632.0
246,[1],0.0
247,[1],0.0
248,[0],1092.0
249,[1],0.0
250,[1],0.0
251,[1],0.0
252,[0],1424.0
253,[1],0.0
254,[0],490.0
255,[1],0.0
256,[1],0.0
257,[0],984.0
258,[0],887.0
259,[1],0.0
260,[0],1252.0
261,[1],0.0
262,[1],0.0
263,[0],882.0
264,[0],1363.0
265,[0],1395.0
266,[0],1260.0
267,[1],0.0
268,[1],0.0
269,[1],0.0
270,[0],740.0
271,[1],0.0
272,[1],0.0
273,[1],0.0
274,[1],0.0
275,[0],1306.0
276,[0],1219.0
277,[1],0.0
278,[1],0.0
279,[0],1414.0
280,[0],1340.0
281,[0],1194.0
282,[0],1366.0
283,[1],0.0
284,[0],1346.0
285,[1],0.0
286,[0],676.0
287,[1],0.0
288,[1],0.0
289,[0],1247.0
290,[1],0.0
291,[0],1268.0
292,[1],0.0
293,[0],1399.0
294,[0],939.0
295,[0],1218.0
