296,[1],0.0
297,[0],1378.0
298,[0],1391.0
299,[1],0.0
300,[1],0.0
301,[0],1374.0
302,[1],0.0
303,[0],495.0
304,[1],0.0
305,[0],1117.0
306,[0],1333.0
307,[1],0.0
308,[0],1384.0
309,[1],0.0
310,[1],0.0
311,[0],1287.0
312,[1],0.0
313,[1],0.0
314,[1],0.0
315,[0],672.0
316,[1],0.0
317,[1],0.0
318,[0],1373.0
319,[1],0.0
320,[0],245.0
321,[1],0.0
322,[1],0.0
323,[1],0.0
324,[1],0.0
325,[1],0.0
326,[0],1323.0
327,[0],1268.0
328,[0],1333.0
329,[1],0.0
330,[1],0.0
331,[0],1280.0
332,[0],1049.0
333,[1],0.0
334,[1],0.0
335,[1],0.0
336,[0],276.0
337,[1],0.0
338,[1],0.0
339,[1],0.0
340,[1],0.0
341,[1],0.0
342,[0],1150.0
343,[1],0.0
344,[1],0.0
345,[0],1333.0
346,[0],1110.0
347,[1],0.0
348,[1],0.0
349,[1],0.0
350,[0],1252.0
351,[1],0.0
352,[0],694.0
353,[1],0.0
354,[1],0.0
355,[0],893.0
356,[1],0.0
357,[1],0.0
358,[0],1396.0
359,[1],0.0
360,[1],0.0
361,[0],1015.0
362,[0],614.0
363,[0],850.0
364,[1],0.0
365,[0],864.0
366,[0],1006.0
367,[0],1245.0
368,[0],660.0
369,[1],0.0
370,[0],1295.0
371,[0],1372.0
372,[0],1426.0
373,[1],0.0
374,[0],1215.0
375,[1],0.0
376,[1],0.0
377,[1],0.0
378,[0],1214.0
379,[1],0.0
380,[1],0.0
381,[0],1440.0
382,[1],0.0
383,[0],561.0
384,[0],1010.0
385,[0],1427.0
386,[1],0.0
387,[1],0.0
388,[1],0.0
389,[0],1189.0
390,[1],0.0
391,[1],0.0
392,[1],0.0
393,[0],1171.0
394,[0],1390.0
395,[1],0.0
396,[1],0.0
397,[1],0.0
398,[0],1323.0
399,[0],1318.0
400,[1],0.0
401,[0],1217.0
402,[1],0.0
403,[0],1173.0
404,[1],0.0
405,[1],0.0
406,[0],1196.0
407,[1],0.0
408,[0],1280.0
409,[0],1364.0
410,[1],0.0
411,[0],1278.0
412,[0],886.0
413,[1],0.0
414,[0],776.0
415,[0],524.0
416,[0],1413.0
417,[0],1247.0
418,[0],1383.0
419,[1],0.0
420,[1],0.0
421,[0],1264.0
422,[1],0.0
423,[0],1206.0
424,[1],0.0
425,[1],0.0
426,[0],1320.0
427,[0],1161.0
428,[1],0.0
429,[1],0.0
430,[0],1329.0
431,[1],0.0
432,[1],1500
433,[1],0.0
434,[1],0.0
435,[0],1352.0
436,[0],1160.0
437,[0],538.0
438,[1],0.0
439,[1],0.0
440,[1],0.0
441,[1],0.0
442,[1],0.0
443,[1],0.0
444,[0],972.0
445,[1],0.0
446,[1],0.0
447,[0],1398.0
448,[0],1054.0
449,[0],1414.0
450,[0],571.0
451,[0],1399.0
452,[1],0.0
453,[1],0.0
454,[0],1058.0
455,[0],261.0
456,[0],943.0
457,[1],0.0
458,[0],1062.0
459,[1],0.0
460,[1],0.0
461,[0],1355.0
462,[0],1215.0
463,[1],0.0
464,[1],0.0
465,[0],1141.0
466,[1],0.0
467,[1],0.0
468,[0],671.0
469,[0],1306.0
470,[0],143.0
471,[0],1076.0
472,[0],1293.0
473,[1],0.0
474,[1],0.0
475,[0],1197.0
476,[0],1087.0
477,[1],0.0
478,[0],1414.0
479,[0],1386.0
480,[1],0.0
481,[1],0.0
482,[0],1180.0
483,[1],0.0
484,[0],1077.0
485,[1],0.0
486,[1],0.0
487,[1],0.0
488,[1],0.0
489,[0],1418.0
490,[0],1017.0
491,[1],0.0
492,[1],0.0
493,[1],0.0
494,[1],0.0
495,[1],0.0
496,[1],0.0
497,[0],1235.0
498,[0],1339.0
499,[0],1124.0
500,[0],1313.0
501,[1],0.0
502,[1],0.0
503,[0],1161.0
504,[0],1046.0
505,[0],1218.0
506,[1],0.0
507,[0],0.0
508,[1],0.0
509,[0],469.0
510,[0],1414.0
511,[1],0.0
512,[0],1151.0
513,[0],1500
514,[1],0.0
515,[0],1273.0
516,[1],0.0
517,[0],1179.0
518,[0],1401.0
519,[1],0.0
520,[1],0.0
521,[0],741.0
522,[1],0.0
523,[0],489.0
524,[0],1363.0
525,[0],1086.0
526,[0],1051.0
527,[1],0.0
528,[0],1240.0
529,[0],770.0
530,[1],0.0
531,[0],1401.0
532,[0],959.0
533,[1],0.0
534,[1],0.0
535,[0],1430.0
536,[0],771.0
537,[1],0.0
538,[1],0.0
539,[1],0.0
540,[0],1433.0
541,[1],0.0
542,[1],0.0
543,[1],0.0
544,[0],1212.0
545,[1],0.0
546,[1],0.0
547,[1],0.0
548,[0],1285.0
549,[0],1093.0
550,[1],0.0
551,[0],1350.0
552,[1],0.0
553,[0],1353.0
554,[1],0.0
555,[0],849.0
556,[0],1399.0
557,[1],0.0
558,[0],1399.0
559,[1],0.0
560,[0],1410.0
561,[1],0.0
562,[1],0.0
563,[0],1107.0
564,[1],0.0
565,[1],0.0
566,[0],1294.0
567,[1],0.0
568,[1],0.0
569,[0],1370.0
570,[1],0.0
571,[1],0.0
572,[1],0.0
573,[1],0.0
574,[1],0.0
575,[0],1417.0
576,[1],0.0
577,[1],0.0
578,[0],948.0
579,[1],0.0
580,[0],825.0
581,[1],0.0
582,[0],1020.0
583,[0],856.0
584,[0],1413.0
585,[0],1166.0
586,[0],1380.0
587,[1],0.0
588,[1],0.0
589,[0],1260.0
590,[0],1308.0
591,[1],0.0
592,[0],401.0
593,[0],1236.0
594,[1],0.0
595,[1],0.0
596,[1],0.0
597,[0],1278.0
598,[0],1147.0
599,[0],1383.0
600,[1],0.0
601,[0],1325.0
602,[1],0.0
603,[1],0.0
604,[1],0.0
605,[0],1112.0
606,[0],1406.0
607,[1],0.0
608,[1],0.0
609,[0],1074.0
610,[1],0.0
611,[1],0.0
612,[1],0.0
613,[1],0.0
614,[1],0.0
615,[1],0.0
616,[0],1283.0
617,[0],1310.0
618,[0],1192.0
619,[0],1293.0
620,[1],0.0
621,[1],0.0
622,[0],1411.0
623,[0],1381.0
624,[0],994.0
625,[1],0.0
626,[0],1250.0
627,[1],0.0
628,[0],0.0
629,[0],1235.0
630,[0],1140.0
631,[1],0.0
632,[0],1059.0
633,[1],0.0
